point,x,y,z
point_2035,1589051.875,6803969.0,0.6
point_2036,1589051.375,6803965.5,0.6
point_2037,1589050.875,6803963.0,0.6
point_2038,1589050.375,6803959.5,0.6
point_2039,1589049.875,6803957.0,0.6
point_2040,1589049.375,6803953.5,0.6
point_2041,1589048.875,6803951.0,0.6
point_2042,1589048.375,6803947.5,0.6
point_2043,1589047.875,6803945.0,0.6
point_2044,1589047.25,6803941.5,0.6
point_2045,1589046.75,6803939.0,0.6
point_2046,1589046.25,6803935.5,0.6
point_2047,1589045.75,6803933.0,0.6
point_2048,1589045.25,6803929.5,0.6
point_2049,1589044.75,6803927.0,0.6
point_2050,1589044.25,6803923.5,0.6
point_2051,1589043.75,6803921.0,0.6
point_2052,1589043.25,6803917.5,0.6
point_2053,1589042.75,6803915.0,0.6
point_2054,1589042.25,6803911.5,0.6
point_2055,1589041.75,6803909.0,0.6
point_2056,1589041.25,6803905.5,0.6
point_2057,1589040.75,6803902.0,0.6
point_2058,1589040.25,6803899.5,0.6
point_2059,1589039.75,6803896.0,0.6
point_2060,1589039.25,6803893.0,0.6
point_2061,1589038.75,6803890.0,0.6
point_2062,1589038.25,6803887.5,0.6
point_2063,1589037.75,6803884.0,0.6
point_2064,1589037.25,6803881.0,0.6
point_2065,1589036.75,6803878.0,0.6
point_2066,1589036.25,6803875.5,0.6
point_2067,1589035.75,6803872.0,0.6
point_2068,1589035.25,6803869.0,0.6
point_2069,1589034.75,6803866.0,0.6
point_2070,1589034.25,6803863.5,0.6
point_2071,1589033.75,6803860.0,0.6
point_2072,1589054.875,6803969.0,0.6
point_2073,1589054.375,6803965.5,0.6
point_2074,1589053.875,6803962.0,0.6
point_2075,1589053.375,6803959.5,0.6
point_2076,1589052.875,6803956.0,0.6
point_2077,1589052.375,6803953.0,0.6
point_2078,1589051.75,6803950.0,0.6
point_2079,1589051.25,6803947.5,0.6
point_2080,1589050.75,6803944.0,0.6
point_2081,1589050.25,6803941.0,0.6
point_2082,1589049.75,6803938.0,0.6
point_2083,1589049.25,6803935.5,0.6
point_2084,1589048.75,6803932.0,0.6
point_2085,1589048.25,6803929.0,0.6
point_2086,1589047.75,6803926.0,0.6
point_2087,1589047.25,6803923.5,0.6
point_2088,1589046.75,6803920.0,0.6
point_2089,1589046.25,6803917.0,0.6
point_2090,1589045.75,6803914.0,0.6
point_2091,1589045.25,6803911.5,0.6
point_2092,1589044.75,6803908.0,0.6
point_2093,1589044.25,6803905.0,0.6
point_2094,1589043.75,6803902.0,0.6
point_2095,1589043.25,6803899.5,0.6
point_2096,1589042.75,6803896.0,0.6
point_2097,1589042.25,6803893.0,0.6
point_2098,1589041.75,6803890.0,0.6
point_2099,1589041.125,6803887.0,0.6
point_2100,1589040.75,6803884.0,0.6
point_2101,1589040.125,6803881.0,0.6
point_2102,1589039.75,6803877.5,0.6
point_2103,1589039.125,6803875.0,0.6
point_2104,1589038.75,6803871.5,0.6
point_2105,1589038.125,6803869.0,0.6
point_2106,1589037.75,6803865.5,0.6
point_2107,1589037.125,6803863.0,0.6
point_2108,1589036.75,6803859.5,0.6
point_2109,1589057.875,6803968.0,0.6
point_2110,1589057.375,6803965.0,0.6
point_2111,1589056.875,6803962.0,0.6
point_2112,1589056.375,6803959.0,0.6
point_2113,1589055.75,6803956.0,0.6
point_2114,1589055.25,6803953.0,0.6
point_2115,1589054.75,6803950.0,0.6
point_2116,1589054.25,6803947.0,0.6
point_2117,1589053.75,6803943.5,0.6
point_2118,1589053.25,6803941.0,0.6
point_2119,1589052.75,6803937.5,0.6
point_2120,1589052.25,6803935.0,0.6
point_2121,1589051.75,6803931.5,0.6
point_2122,1589051.25,6803929.0,0.6
point_2123,1589050.75,6803925.5,0.6
point_2124,1589050.25,6803923.0,0.6
point_2125,1589049.75,6803919.5,0.6
point_2126,1589049.25,6803917.0,0.6
point_2127,1589048.75,6803913.5,0.6
point_2128,1589048.25,6803911.0,0.6
point_2129,1589047.75,6803907.5,0.6
point_2130,1589047.125,6803905.0,0.6
point_2131,1589046.75,6803901.5,0.6
point_2132,1589046.125,6803899.0,0.6
point_2133,1589045.75,6803895.5,0.6
point_2134,1589045.125,6803893.0,0.6
point_2135,1589044.625,6803889.5,0.6
point_2136,1589044.125,6803887.0,0.6
point_2137,1589043.625,6803883.5,0.6
point_2138,1589043.125,6803881.0,0.6
point_2139,1589042.625,6803877.5,0.6
point_2140,1589042.125,6803874.0,0.6
point_2141,1589041.625,6803871.5,0.6
point_2142,1589041.125,6803868.0,0.6
point_2143,1589040.625,6803865.0,0.6
point_2144,1589040.125,6803862.0,0.6
point_2145,1589039.625,6803859.5,0.6
point_2146,1589060.875,6803967.5,0.6
point_2147,1589060.375,6803965.0,0.6
point_2148,1589059.875,6803961.5,0.6
point_2149,1589059.25,6803959.0,0.6
point_2150,1589058.75,6803955.5,0.6
point_2151,1589058.25,6803953.0,0.6
point_2152,1589057.75,6803949.5,0.6
point_2153,1589057.25,6803947.0,0.6
point_2154,1589056.75,6803943.5,0.6
point_2155,1589056.25,6803941.0,0.6
point_2156,1589055.75,6803937.5,0.6
point_2157,1589055.25,6803934.0,0.6
point_2158,1589054.75,6803931.5,0.6
point_2159,1589054.25,6803928.0,0.6
point_2160,1589053.75,6803925.0,0.6
point_2161,1589053.25,6803922.0,0.6
point_2162,1589052.75,6803919.5,0.6
point_2163,1589052.125,6803916.0,0.6
point_2164,1589051.75,6803913.0,0.6
point_2165,1589051.125,6803910.0,0.6
point_2166,1589050.625,6803907.5,0.6
point_2167,1589050.125,6803904.0,0.6
point_2168,1589049.625,6803901.0,0.6
point_2169,1589049.125,6803898.0,0.6
point_2170,1589048.625,6803895.5,0.6
point_2171,1589048.125,6803892.0,0.6
point_2172,1589047.625,6803889.0,0.6
point_2173,1589047.125,6803886.0,0.6
point_2174,1589046.625,6803883.5,0.6
point_2175,1589046.125,6803880.0,0.6
point_2176,1589045.625,6803877.0,0.6
point_2177,1589045.125,6803874.0,0.6
point_2178,1589044.625,6803871.5,0.6
point_2179,1589044.0,6803868.0,0.6
point_2180,1589043.5,6803865.0,0.6
point_2181,1589043.0,6803862.0,0.6
point_2182,1589042.5,6803859.0,0.6
point_2183,1589063.875,6803967.5,0.6
point_2184,1589063.375,6803964.0,0.6
point_2185,1589062.75,6803961.0,0.6
point_2186,1589062.25,6803958.0,0.6
point_2187,1589061.75,6803955.5,0.6
point_2188,1589061.25,6803952.0,0.6
point_2189,1589060.75,6803949.0,0.6
point_2190,1589060.25,6803946.0,0.6
point_2191,1589059.75,6803943.5,0.6
point_2192,1589059.25,6803940.0,0.6
point_2193,1589058.75,6803937.0,0.6
point_2194,1589058.25,6803934.0,0.6
point_2195,1589057.75,6803931.5,0.6
point_2196,1589057.125,6803928.0,0.6
point_2197,1589056.75,6803925.0,0.6
point_2198,1589056.125,6803922.0,0.6
point_2199,1589055.625,6803919.0,0.6
point_2200,1589055.125,6803916.0,0.6
point_2201,1589054.625,6803913.0,0.6
point_2202,1589054.125,6803909.5,0.6
point_2203,1589053.625,6803907.0,0.6
point_2204,1589053.125,6803903.5,0.6
point_2205,1589052.625,6803901.0,0.6
point_2206,1589052.125,6803897.5,0.6
point_2207,1589051.625,6803895.0,0.6
point_2208,1589051.125,6803891.5,0.6
point_2209,1589050.625,6803889.0,0.6
point_2210,1589050.0,6803885.5,0.6
point_2211,1589049.5,6803883.0,0.6
point_2212,1589049.0,6803879.5,0.6
point_2213,1589048.5,6803877.0,0.6
point_2214,1589048.0,6803873.5,0.6
point_2215,1589047.5,6803871.0,0.6
point_2216,1589047.0,6803867.5,0.6
point_2217,1589046.5,6803865.0,0.6
point_2218,1589046.0,6803861.5,0.6
point_2219,1589045.5,6803859.0,0.6
point_2220,1589066.875,6803967.0,0.6
point_2221,1589066.375,6803963.5,0.6
point_2222,1589065.75,6803961.0,0.6
point_2223,1589065.25,6803957.5,0.6
point_2224,1589064.75,6803955.0,0.6
point_2225,1589064.25,6803951.5,0.6
point_2226,1589063.75,6803949.0,0.6
point_2227,1589063.25,6803945.5,0.6
point_2228,1589062.75,6803943.0,0.6
point_2229,1589062.25,6803939.5,0.6
point_2230,1589061.75,6803937.0,0.6
point_2231,1589061.125,6803933.5,0.6
point_2232,1589060.75,6803931.0,0.6
point_2233,1589060.125,6803927.5,0.6
point_2234,1589059.625,6803925.0,0.6
point_2235,1589059.125,6803921.5,0.6
point_2236,1589058.625,6803919.0,0.6
point_2237,1589058.125,6803915.5,0.6
point_2238,1589057.625,6803913.0,0.6
point_2239,1589057.125,6803909.5,0.6
point_2240,1589056.625,6803906.0,0.6
point_2241,1589056.125,6803903.5,0.6
point_2242,1589055.5,6803900.0,0.6
point_2243,1589055.0,6803897.0,0.6
point_2244,1589054.5,6803894.0,0.6
point_2245,1589054.0,6803891.5,0.6
point_2246,1589053.5,6803888.0,0.6
point_2247,1589053.0,6803885.0,0.6
point_2248,1589052.5,6803882.0,0.6
point_2249,1589052.0,6803879.5,0.6
point_2250,1589051.5,6803876.0,0.6
point_2251,1589051.0,6803873.0,0.6
point_2252,1589050.375,6803870.0,0.6
point_2253,1589049.875,6803867.5,0.6
point_2254,1589049.375,6803864.0,0.6
point_2255,1589048.875,6803861.0,0.6
point_2256,1589048.25,6803858.0,0.6
point_2257,1589069.875,6803966.0,0.6
point_2258,1589069.25,6803963.5,0.6
point_2259,1589068.75,6803960.0,0.6
point_2260,1589068.25,6803957.0,0.6
point_2261,1589067.75,6803954.0,0.6
point_2262,1589067.25,6803951.5,0.6
point_2263,1589066.75,6803948.0,0.6
point_2264,1589066.25,6803945.0,0.6
point_2265,1589065.75,6803942.0,0.6
point_2266,1589065.25,6803939.5,0.6
point_2267,1589064.75,6803936.0,0.6
point_2268,1589064.125,6803933.0,0.6
point_2269,1589063.625,6803930.0,0.6
point_2270,1589063.125,6803927.5,0.6
point_2271,1589062.625,6803924.0,0.6
point_2272,1589062.125,6803921.0,0.6
point_2273,1589061.625,6803918.0,0.6
point_2274,1589061.125,6803915.5,0.6
point_2275,1589060.625,6803912.0,0.6
point_2276,1589060.0,6803909.0,0.6
point_2277,1589059.5,6803906.0,0.6
point_2278,1589059.0,6803903.5,0.6
point_2279,1589058.5,6803900.0,0.6
point_2280,1589058.0,6803897.0,0.6
point_2281,1589057.5,6803894.0,0.6
point_2282,1589057.0,6803891.0,0.6
point_2283,1589056.5,6803888.0,0.6
point_2284,1589055.875,6803885.0,0.6
point_2285,1589055.375,6803882.0,0.6
point_2286,1589054.875,6803879.0,0.6
point_2287,1589054.375,6803875.5,0.6
point_2288,1589053.75,6803873.0,0.6
point_2289,1589053.25,6803869.5,0.6
point_2290,1589052.75,6803867.0,0.6
point_2291,1589052.25,6803863.5,0.6
point_2292,1589051.75,6803861.0,0.6
point_2293,1589051.25,6803857.5,0.6
point_2294,1589072.875,6803966.0,0.6
point_2295,1589072.25,6803963.0,0.6
point_2296,1589071.75,6803960.0,0.6
point_2297,1589071.25,6803957.0,0.6
point_2298,1589070.75,6803954.0,0.6
point_2299,1589070.25,6803951.0,0.6
point_2300,1589069.75,6803947.5,0.6
point_2301,1589069.25,6803945.0,0.6
point_2302,1589068.75,6803941.5,0.6
point_2303,1589068.125,6803939.0,0.6
point_2304,1589067.625,6803935.5,0.6
point_2305,1589067.125,6803933.0,0.6
point_2306,1589066.625,6803929.5,0.6
point_2307,1589066.125,6803927.0,0.6
point_2308,1589065.625,6803923.5,0.6
point_2309,1589065.125,6803921.0,0.6
point_2310,1589064.5,6803917.5,0.6
point_2311,1589064.0,6803915.0,0.6
point_2312,1589063.5,6803911.5,0.6
point_2313,1589063.0,6803909.0,0.6
point_2314,1589062.5,6803905.5,0.6
point_2315,1589062.0,6803903.0,0.6
point_2316,1589061.5,6803899.5,0.6
point_2317,1589061.0,6803897.0,0.6
point_2318,1589060.375,6803893.5,0.6
point_2319,1589059.875,6803891.0,0.6
point_2320,1589059.375,6803887.5,0.6
point_2321,1589058.875,6803885.0,0.6
point_2322,1589058.25,6803881.5,0.6
point_2323,1589057.75,6803878.0,0.6
point_2324,1589057.25,6803875.5,0.6
point_2325,1589056.75,6803873.0,0.6
point_2326,1589056.25,6803869.5,0.6
point_2327,1589055.75,6803866.0,0.6
point_2328,1589055.25,6803863.5,0.6
point_2329,1589054.75,6803860.0,0.6
point_2330,1589054.125,6803857.0,0.6
point_2331,1589075.875,6803965.5,0.6
point_2332,1589075.25,6803963.0,0.6
point_2333,1589074.75,6803959.5,0.6
point_2334,1589074.25,6803957.0,0.6
point_2335,1589073.75,6803953.5,0.6
point_2336,1589073.25,6803951.0,0.6
point_2337,1589072.75,6803947.5,0.6
point_2338,1589072.25,6803945.0,0.6
point_2339,1589071.75,6803941.5,0.6
point_2340,1589071.125,6803938.0,0.6
point_2341,1589070.625,6803935.5,0.6
point_2342,1589070.125,6803932.0,0.6
point_2343,1589069.625,6803929.0,0.6
point_2344,1589069.125,6803926.0,0.6
point_2345,1589068.5,6803923.5,0.6
point_2346,1589068.0,6803920.0,0.6
point_2347,1589067.5,6803917.0,0.6
point_2348,1589067.0,6803914.0,0.6
point_2349,1589066.5,6803911.5,0.6
point_2350,1589066.0,6803908.0,0.6
point_2351,1589065.5,6803905.0,0.6
point_2352,1589064.875,6803902.0,0.6
point_2353,1589064.375,6803899.5,0.6
point_2354,1589063.875,6803896.0,0.6
point_2355,1589063.375,6803893.0,0.6
point_2356,1589062.75,6803890.0,0.6
point_2357,1589062.25,6803887.5,0.6
point_2358,1589061.75,6803884.0,0.6
point_2359,1589061.25,6803881.0,0.6
point_2360,1589060.75,6803878.0,0.6
point_2361,1589060.25,6803875.5,0.6
point_2362,1589059.75,6803872.0,0.6
point_2363,1589059.125,6803869.0,0.6
point_2364,1589058.75,6803866.0,0.6
point_2365,1589058.125,6803863.5,0.6
point_2366,1589057.625,6803860.0,0.6
point_2367,1589057.125,6803857.0,0.6
point_2368,1589078.875,6803965.0,0.6
point_2369,1589078.25,6803962.0,0.6
point_2370,1589077.75,6803959.5,0.6
point_2371,1589077.25,6803956.0,0.6
point_2372,1589076.75,6803953.0,0.6
point_2373,1589076.25,6803950.0,0.6
point_2374,1589075.75,6803947.5,0.6
point_2375,1589075.125,6803944.0,0.6
point_2376,1589074.625,6803941.0,0.6
point_2377,1589074.125,6803938.0,0.6
point_2378,1589073.625,6803935.5,0.6
point_2379,1589073.125,6803932.0,0.6
point_2380,1589072.625,6803929.0,0.6
point_2381,1589072.0,6803926.0,0.6
point_2382,1589071.5,6803923.0,0.6
point_2383,1589071.0,6803920.0,0.6
point_2384,1589070.5,6803917.0,0.6
point_2385,1589070.0,6803913.5,0.6
point_2386,1589069.5,6803911.0,0.6
point_2387,1589068.875,6803907.5,0.6
point_2388,1589068.375,6803905.0,0.6
point_2389,1589067.875,6803901.5,0.6
point_2390,1589067.25,6803899.0,0.6
point_2391,1589066.75,6803895.5,0.6
point_2392,1589066.25,6803893.0,0.6
point_2393,1589065.75,6803889.5,0.6
point_2394,1589065.25,6803887.0,0.6
point_2395,1589064.75,6803883.5,0.6
point_2396,1589064.25,6803881.0,0.6
point_2397,1589063.75,6803877.5,0.6
point_2398,1589063.125,6803875.0,0.6
point_2399,1589062.75,6803871.5,0.6
point_2400,1589062.125,6803869.0,0.6
point_2401,1589061.625,6803865.5,0.6
point_2402,1589061.125,6803863.0,0.6
point_2403,1589060.625,6803859.5,0.6
point_2404,1589060.125,6803857.0,0.6
point_2405,1589081.875,6803965.0,0.6
point_2406,1589081.25,6803961.5,0.6
point_2407,1589080.75,6803959.0,0.6
point_2408,1589080.25,6803955.5,0.6
point_2409,1589079.75,6803953.0,0.6
point_2410,1589079.25,6803949.5,0.6
point_2411,1589078.75,6803947.0,0.6
point_2412,1589078.125,6803943.5,0.6
point_2413,1589077.625,6803941.0,0.6
point_2414,1589077.125,6803937.5,0.6
point_2415,1589076.625,6803935.0,0.6
point_2416,1589076.125,6803931.5,0.6
point_2417,1589075.5,6803929.0,0.6
point_2418,1589075.0,6803925.5,0.6
point_2419,1589074.5,6803923.0,0.6
point_2420,1589074.0,6803919.5,0.6
point_2421,1589073.5,6803917.0,0.6
point_2422,1589072.875,6803913.5,0.6
point_2423,1589072.375,6803910.0,0.6
point_2424,1589071.875,6803907.5,0.6
point_2425,1589071.375,6803905.0,0.6
point_2426,1589070.75,6803901.5,0.6
point_2427,1589070.25,6803898.0,0.6
point_2428,1589069.75,6803895.5,0.6
point_2429,1589069.25,6803892.0,0.6
point_2430,1589068.75,6803889.0,0.6
point_2431,1589068.25,6803886.0,0.6
point_2432,1589067.75,6803883.5,0.6
point_2433,1589067.125,6803880.0,0.6
point_2434,1589066.625,6803877.0,0.6
point_2435,1589066.125,6803874.0,0.6
point_2436,1589065.625,6803871.5,0.6
point_2437,1589065.125,6803868.0,0.6
point_2438,1589064.5,6803865.0,0.6
point_2439,1589064.0,6803862.0,0.6
point_2440,1589063.5,6803859.5,0.6
point_2441,1589063.0,6803856.0,0.6
